Z1,Z2,Z3,X,Y
1.0023227802368215,-0.5221332643624579,0,0,1.8521144474420739
0.14684264312162562,1.028294671828141,0,1,-1.1891138404195971
-0.8790247861019358,0.6487585365039062,1,1,3.230290012175147
-1.1217409769557274,-1.373510338102536,1,0,1.892619313450254
0.9442471684644317,-1.4456538068553832,0,0,2.1780369660565215
0.7789087055818199,-0.567342246826563,0,0,-0.16992513223921002
0.2246330678898614,-1.6838985462295455,0,0,3.3972698293023904
-1.0216892869830503,1.524909253391333,0,1,-1.28945775377925
-0.13962006751516412,-0.37686585859034966,0,1,-0.882586185282278
1.4680072373549389,-0.5126301291205555,1,0,3.107605261463399
-1.3177194835923791,-0.2288952755626023,0,1,-2.748061244435524
2.013680172690571,-0.058773182497601655,0,0,-1.879989603682061
-0.37629997419230277,0.08410744639465,0,1,1.3154863240933032
0.9765562325549285,0.512136001171654,0,1,-1.6347780409940218
0.48591703961623384,-1.1135541360332564,1,0,-1.9965443808089247
-1.0319657509968772,0.17036776818335495,0,1,-0.14422557506650524
-0.16482945856422782,0.7404076710309692,0,1,-0.9736766778915852
-0.4287375350864631,1.3534393615518259,0,1,-4.131133668740859
1.5782274529826044,0.23892732704040448,0,0,1.9709722727307433
-0.9592203519261933,-1.1979332467113288,0,0,-0.4725559144155185
-0.6834452179471893,0.518963296491432,0,1,-2.5651880361587436
0.8951622178294703,-0.6258026242693467,1,0,0.7978340423869257
0.7905889649283462,-2.467352209106041,0,0,1.8839818899716505
-0.09743894138308828,-2.0783919614605995,1,0,-3.402766471472872
0.8777267172611284,0.23529839231110455,0,1,3.749151369078277
0.386294196829839,2.9633503806975594,0,1,-1.6575980299693547
0.1038266779860756,-0.21968376599682965,1,0,2.6437401668948723
-0.8244126206697983,0.5265535444262573,0,1,-1.9404289879726835
0.3593412062180677,-0.9427842165228643,1,0,1.9796212626259138
-0.2714763042475066,0.3528346531045173,0,1,-1.2857258942760732
-1.1172834226256019,-0.9218083821970913,0,1,-0.34738724276467725
0.06685118962108351,-0.10910620293938798,0,1,3.37224466839895
-0.7944187148082408,-0.16549958750213867,0,1,-2.8585027615890697
2.1190715142124517,0.31526868544324216,0,0,0.9279663811125274
0.5598340917516766,-0.8896584417280823,1,0,3.384773492972008
-1.373397622283045,0.3132618228041199,0,1,-1.939048571084415
-0.9517363392739222,-0.18649652075269035,0,1,-0.08462342048177007
2.3046404662459055,0.2959856427441495,1,0,4.943361698810987
0.33343875938772305,1.1759494580282694,1,1,-1.9005829913277839
0.5881120510015516,-0.2857630976008472,0,0,1.3952651202644133
1.7955803436325137,0.2544427856422876,1,0,1.9142939568359796
-0.2773256903238449,-0.019439549964232316,0,1,0.6328097281276257
1.379112745324013,0.7531754393621882,0,1,0.07672290477904364
-1.0303770513586958,-1.4672878594172343,0,0,-5.394871792009894
0.2136815237152882,1.4892185399512547,0,1,0.2106536199790587
-3.0426399918403275,0.4390135249748345,0,1,1.6974364372242698
1.1390544497267756,0.37389244470631366,1,0,1.1829227829649467
0.7650489885868111,2.396430840442103,0,1,2.4818706991983706
-0.4998482916436044,0.3760091889972953,0,1,1.0194332382322195
0.8875236646621432,1.9629031771343746,0,1,1.2849190001868271
2.167730167112611,0.21039655477655667,1,0,1.6762177746954716
0.7141459689547344,1.1724510712149907,1,1,2.925585596061972
0.21786755069434363,0.8618636499266985,0,1,0.08593748896592812
0.1737676284631801,0.9788556175322999,0,1,0.9396706879684984
1.2935830291096728,1.1722296872781603,1,1,1.006301736141966
-0.11679881596282937,0.4442305268797291,0,1,3.054633084810453
-0.05735357519728924,0.18806866114233234,1,1,2.456910706703938
-0.5948554638624757,-0.7593304311477281,0,0,-0.33374631676722283
0.3480058183569588,0.15329979393664828,1,0,0.5135993181451948
-0.6931464445498497,0.9435392496718835,1,1,1.557249182018158
1.176544730394734,0.7743936456716098,0,1,3.0073243708454633
1.5051941688174428,1.1248506673438787,1,1,4.392106326846118
-0.18219407551421452,0.2842349288262455,0,1,0.3628673378227125
1.2591225316578205,0.6445869670908488,1,0,1.2987306272320875
1.2348252764025884,0.7273898633749956,0,1,-0.28514675751592655
0.16371342519715507,-1.881572191319721,0,0,0.5686885675852018
-0.13445623966439335,-0.6761016514927083,1,0,-1.6237051293538607
-0.6390261264261637,1.1985055956395727,0,1,0.9251872564088152
-0.5764314269424637,-0.12015177029598681,0,1,-2.8542558095473733
-0.14795090778963182,0.5881614300683345,1,1,3.4412302077659103
1.1529225391851448,1.732907563262013,0,1,-0.7585900246717967
0.5106821801084893,0.13313915965967996,1,0,0.2572239000158416
0.19986298039363465,-1.4320246597298096,0,0,-2.9160756079334194
1.431966108607164,0.4643620250467094,0,1,0.855063834760958
0.6294413567331634,1.3728431964037913,0,1,-1.2570057824712637
-0.809259531673116,0.3620581444625024,1,1,-2.2588608208275307
-1.0171094524626383,-0.19178945560782298,0,1,-3.6492364974668448
-2.0361297194843098,0.03704934668873809,0,1,-3.193342671167068
0.439187361828321,0.11263307986569641,0,1,-0.06943316873395594
0.7461811583399699,-0.8398140428559552,0,0,0.6952866989111002
0.8655054526097166,-0.08299804088200244,1,0,-0.482409109271158
-0.36044758667369525,0.7290013519118731,0,1,-1.2881333908920345
1.6748380632110706,-0.1713542399993112,0,0,0.3761040145891048
0.47254681796716286,0.5048170534423898,0,1,-0.2576619465309205
-1.3523280336898644,0.742573491854038,0,1,1.8598805398379101
-2.8334896834135086,-0.8167114791376263,1,1,-2.2285465259183526
-1.2596473559843933,0.59509090331368,0,1,-2.008522472509334
-1.4799782420075687,-0.6795572319517013,0,1,-3.7118213333555388
-0.9877858326712815,-1.356670851407639,0,0,-1.9220459108223737
-1.195612671090917,-1.7273845355913606,0,0,-0.46545940523907026
0.48024886366041686,-0.3250949058006733,0,0,2.094289193808216
-0.7318983146647234,0.6803846713008981,1,1,0.6664054413118827
0.49864025279423646,0.8180916881232086,1,1,0.510259642615282
1.1003180616590438,0.1815901620998398,0,1,1.367697695242346
0.47558642522378436,-0.9498569669050527,1,0,2.1281770108792184
1.6015679859915286,-0.7886989018497123,0,0,1.181364920006423
1.0825250684958707,-0.7149529004391664,0,0,1.8228807672947265
-0.5978803488912193,-2.3313073412792584,0,0,-1.1108452286725647
-0.13293561153447264,0.12672204635884196,0,1,-2.0583127961943286
0.8035591685559857,0.07956966658589819,1,0,-1.5992166265554626
-0.24630516580873735,0.4013726489621811,0,1,-1.164115988002308
1.1786048546211925,-1.490783933335726,0,0,0.7838608382399728
1.6476541380786265,0.9825904585154752,0,1,1.1878587205756237
-0.8678150563029456,-1.2916902138381128,1,0,-3.1066845927085986
0.32424004131877454,-0.35766299272518104,0,0,2.711572925428643
0.6761815407328273,0.7719553090673569,0,1,-0.6065046129698894
-1.6152592681020286,0.5173320349254275,0,1,-2.805782199674881
-1.8265643544371428,0.3168920178738307,1,1,-1.3220082518730742
0.6616448516045423,1.2011476624454696,0,1,1.3737899556186783
-0.20811136371940664,-1.1732843632697432,1,0,-1.5919661360025188
-2.036421662273914,-0.4066711709045416,0,1,-1.2337200602889191
1.1675137459443894,0.16636902371608323,0,0,1.271747647711194
-1.1432093155110772,0.2744084316846678,0,1,-1.6121414583653113
0.9431054156784702,0.44901140465962025,1,0,3.1503945948165217
-1.137456273258605,-2.789924828717576,0,0,0.6280225153671974
0.4790036784093056,0.3410632692179884,0,1,-3.248582809994514
-0.8577248228116475,0.8681413896689119,0,1,-3.290192569597374
1.2548912485788324,1.6868938917873828,0,1,-2.1500706139603967
0.24575379919330315,0.4664347399469363,1,1,0.7436110452157257
-1.524704993481869,1.0846444440782521,0,1,-1.5308071807184358
-1.3051182119315623,0.22256668122262419,0,1,2.286873131873477
0.0570814379323504,-0.756657514212535,0,0,1.700621294984933
-0.13825622078008748,0.0950220426328427,1,1,1.4307992253551216
-0.3936676222223644,0.3118220429953692,0,1,2.1496236065124767
-1.482114606742045,-2.4767869298505176,1,0,-0.5839160414190351
-0.3657278327140193,0.45492864132652255,1,1,1.6993245344521224
0.5398282497050361,-0.5334495919171017,0,0,-3.010423575084987
1.4669163934301046,-0.6495474343063784,0,0,2.507324456715389
1.052544629221212,-1.6714496837207884,0,0,-0.23888333776933712
0.007359214850946099,0.8434135261859107,0,1,-0.7705602821557412
-0.17076388476907364,1.3539766299093179,0,1,1.2927233086341188
0.2105098322230865,0.23415908073480585,0,1,-1.7424836363463725
-1.3487476131052918,-0.5656974034857908,0,1,-3.4873793239833693
-0.747945505021806,-0.6092556062881327,1,0,2.9378898988485975
0.15278690827197172,-1.9159868993478613,0,0,-1.064947693899945
-0.07378448344779245,-1.245646005984994,0,0,-2.637805702617514
-0.13131159292203748,0.791284194888179,1,1,-0.6749768886062151
0.7274685197668797,0.6100605581240524,0,1,-1.0703931502986208
0.5482061132061482,-1.7167633492391963,0,0,-0.34609625530627
-0.23457417766909647,-0.35191835745209904,0,1,0.02802648421126483
1.5720807485166761,0.41654086048234906,0,1,0.2903396860630756
